number,job,medium,beats covered,gender,local or foreign,freelance,type of death,suspected source of fire,impunity,taken captive,tortured,threatened
518,Camera Operator,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
519,Editor,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
520,Producer,Television,"Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
521,Producer,Television,Politics,Male,Local,No,Dangerous Assignment,Military Officials,,,,
522,"Editor, Print Reporter",Print,"Business, Corruption, Culture",Male,Local,No,Murder,Criminal Group,Partial Impunity,No,No,No
523,Print Reporter,Print,Corruption,Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,No,No
524,Broadcast Reporter,Television,War,Male,Foreign,No,Crossfire,Unknown Fire,,,,
525,Camera Operator,Television,Culture,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
526,Photographer,"Print, Internet","Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
527,Broadcast Reporter,Radio,War,Male,Foreign,No,Crossfire,Political Group,,,,
528,Broadcast Reporter,Television,,Male,Foreign,No,Murder,Unknown Fire,Complete Impunity,No,No,No
529,Photographer,Print,War,Male,Local,Yes,Crossfire,Military Officials,,,,
530,Camera Operator,Television,"Crime, Human Rights, Politics",Male,Local,No,Dangerous Assignment,Political Group,,,,
531,Technician,Television,Politics,Male,Local,No,Dangerous Assignment,Unknown Fire,,,,
532,"Editor, Print Reporter","Print, Television","Human Rights, Politics, War",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
533,Broadcast Reporter,Radio,War,Female,Local,No,Crossfire,Military Officials,,,,
534,Print Reporter,Print,War,Male,Local,Yes,Crossfire,Military Officials,,,,
535,"Editor, Publisher / Owner",Print,Human Rights,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
536,Columnist / Commentator,Print,"Politics, War",Male,Local,Yes,Murder,Political Group,Complete Impunity,Yes,Yes,No
537,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
538,Camera Operator,Internet,"Human Rights, War",Male,Local,Yes,Crossfire,Unknown Fire,,,,
539,Broadcast Reporter,Radio,Human Rights,Male,Local,No,Dangerous Assignment,Military Officials,,,,
540,Internet Reporter,Internet,Politics,Male,Local,No,Murder,"Government Officials, Local Residents",Complete Impunity,No,No,Yes
541,Producer,Radio,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
542,Print Reporter,Print,"Business, Corruption, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
543,Publisher / Owner,Print,"Corruption, Crime, Politics",Male,Local,No,Murder,Political Group,Partial Impunity,No,No,Yes
544,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
545,Print Reporter,Print,War,Male,Local,No,Dangerous Assignment,Military Officials,,,,
546,Producer,Television,"Business, Culture",Male,Local,No,Dangerous Assignment,Political Group,,,,
547,Internet Reporter,"Print, Internet","Corruption, Crime, Politics",Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,Yes,No
548,Columnist / Commentator,"Radio, Television",Politics,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
549,Broadcast Reporter,Radio,"Corruption, Human Rights",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
550,Editor,Print,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
551,"Camera Operator, Photographer",Internet,"Human Rights, Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,Yes
552,Editor,Television,"Culture, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
553,Photographer,Print,Politics,Male,Local,No,Dangerous Assignment,Military Officials,,,,
554,Editor,Print,Business,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
555,"Camera Operator, Photographer, Internet Reporter, Producer",Internet,War,Male,Local,Yes,Crossfire,"Local Residents, Political Group",,,,
556,Columnist/Commentator,"Print, Internet","Corruption, Culture, Human Rights, Politics, War",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,Yes
557,Print Reporter,Print,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
558,Technician,Television,War,Male,Foreign,No,Crossfire,Political Group,,,,
559,"Photographer, Internet Reporter",Internet,"Human Rights, War",Male,Foreign,Yes,Murder,Political Group,Complete Impunity,Yes,Yes,No
560,Camera Operator,Television,"Human Rights, War",Male,Foreign,Yes,Crossfire,Military Officials,,,,
561,Print Reporter,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
562,"Photographer, Print Reporter",Print,War,Male,Foreign,No,Crossfire,Political Group,,,,
563,Print Reporter,Print,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
564,Internet Reporter,Internet,"Business, Corruption, Crime, Politics",Male,Local,No,Murder,"Criminal Group, Government Officials",Complete Impunity,No,No,Yes
565,Broadcast Reporter,Television,"Politics, War",Male,Foreign,Yes,Murder,Military Officials,Complete Impunity,No,No,Yes
566,Print Reporter,Print,Corruption,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
567,Broadcast Reporter,"Radio, Television","Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
568,Camera Operator,Television,Politics,Male,Local,No,Dangerous Assignment,Paramilitary Group,,,,
569,Photographer,"Print, Television, Internet",Politics,Male,Local,No,Dangerous Assignment,Unknown Fire,,,,
570,"Columnist / Commentator, Editor, Print Reporter",Print,"Crime, Human Rights, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,Yes,Yes,Yes
571,"Internet Reporter, Print Reporter","Print, Internet","Corruption, Crime, Politics",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
572,Columnist / Commentator,"Print, Internet","Culture, Human Rights, Politics",Male,Local,No,Murder,Political Group,Partial Impunity,No,No,Yes
573,Broadcast Reporter,Radio,Human Rights,Male,Foreign,No,Murder,Military Officials,Full Justice,No,No,No
574,"Columnist / Commentator, Publisher / Owner",Radio,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
575,Technician,Television,War,Male,Foreign,No,Crossfire,Political Group,,,,
576,"Editor, Internet Reporter, Print Reporter","Print, Internet",Politics,Male,Local,No,Murder,"Government Officials, Military Officials",Complete Impunity,No,No,Yes
577,Photographer,Print,Crime,Male,Local,Yes,Murder,Criminal Group,Complete Impunity,No,No,No
578,Broadcast Reporter,Radio,"Corruption, Crime, Politics",Male,Local,No,Murder,"Criminal Group, Political Group, Government Officials",Complete Impunity,No,No,Yes
579,Columnist / Commentator,Radio,War,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,Yes
580,Photographer,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
581,Technician,Television,War,Male,Foreign,Yes,Crossfire,Political Group,,,,
582,Broadcast Reporter,Television,"Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
583,Photographer,"Print, Internet","Politics, War",Male,Foreign,Yes,Crossfire,Political Group,,,,
584,Columnist / Commentator,Radio,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
585,Editor,Print,Politics,Male,Local,No,Murder,Military Officials,Complete Impunity,Yes,No,Yes
586,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
587,Print Reporter,Print,Human Rights,Male,Local,No,Dangerous Assignment,Military Officials,,,,
588,Publisher / Owner,Print,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
589,"Editor, Internet Reporter",Internet,"Corruption, Crime, Politics",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
590,Print Reporter,Print,"Crime, Politics",Male,Local,No,Murder,Unknown Fire,Partial Impunity,No,No,Yes
591,"Broadcast Reporter, Columnist / Commentator",Radio,"Corruption, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
592,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
593,Publisher / Owner,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
594,Broadcast Reporter,Radio,War,Female,Foreign,No,Crossfire,Military Officials,,,,
595,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
596,"Editor, Publisher / Owner",Print,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
597,"Editor, Internet Reporter, Print Reporter","Internet, Print",Sports,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
598,Broadcast Reporter,Radio,War,Male,Foreign,No,Crossfire,Military Officials,,,,
599,Print Reporter,Print,Crime,Male,Local,No,Dangerous Assignment,Criminal Group,,,,
600,Editor,Television,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
601,"Broadcast Reporter, Camera Operator, Internet Reporter",Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
602,Photographer,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
603,Photographer,Print,Human Rights,Male,Local,No,Murder,Local Residents,Full Justice,No,No,No
604,Broadcast Reporter,Radio,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
605,Photographer,Print,Human Rights,Male,Local,No,Dangerous Assignment,Military Officials,,,,
606,Editor,Print,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
607,Editor,Print,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
608,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
609,"Broadcast Reporter, Print Reporter, Publisher / Owner","Print, Television","Corruption, Crime",Male,Local,No,Murder,Criminal Group,Full Justice,Yes,No,Yes
610,Print Reporter,Print,Crime,Male,Local,No,Murder,Criminal Group,Partial Impunity,No,No,Yes
611,Broadcast Reporter,Radio,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,Yes
612,Broadcast Reporter,Radio,"Corruption, Crime, Human Rights",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
613,Columnist / Commentator,Television,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
614,Camera Operator,Television,War,Male,Foreign,No,Crossfire,Military Officials,,,,
615,"Broadcast Reporter, Editor",Radio,Corruption,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
616,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,"Government Officials, Paramilitary Group",Full Justice,No,No,Yes
617,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
618,Photographer,Print,Crime,Male,Local,No,Murder,Criminal Group,Full Justice,Yes,No,No
619,Print Reporter,Print,Politics,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
620,Editor,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
621,Broadcast Reporter,Radio,War,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
622,Broadcast Reporter,Radio,War,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
623,"Internet Reporter, Print Reporter, Publisher / Owner","Print, Internet","Corruption, Crime, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,Yes
624,Publisher / Owner,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
625,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
626,Broadcast Reporter,Television,Culture,Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
627,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
628,Producer,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
629,Broadcast Reporter,Radio,Politics,Male,Local,No,Crossfire,Political Group,,,,
630,Print Reporter,Print,Human Rights,Male,Local,Yes,Dangerous Assignment,Political Group,,,,
631,Print Reporter,Print,"Culture, Sports",Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,No
632,Broadcast Reporter,Radio,Crime,Male,Local,No,Murder,Criminal Group,Full Justice,No,No,Yes
633,Print Reporter,Print,"Corruption, Crime, Politics, Human Rights",Male,Foreign,No,Murder,Political Group,Complete Impunity,Yes,Yes,No
634,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
635,Photographer,Print,"Human Rights, Politics",Male,Local,No,Dangerous Assignment,Military Officials,,,,
636,,Radio,Corruption,Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
637,Print Reporter,Print,War,Male,Foreign,No,Murder,Paramilitary Group,Full Justice,Yes,No,No
638,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
639,Print Reporter,Print,Corruption,Male,Local,No,Murder,Criminal Group,Full Justice,No,No,No
640,Print Reporter,Print,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,Yes,No,Yes
641,Print Reporter,Print,War,Male,Local,Yes,Crossfire,Military Officials,,,,
642,Photographer,Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
643,Photographer,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
644,Camera Operator,Television,"War, Culture",Male,Local,No,Crossfire,"Political Group, Paramilitary Group",,,,
645,Broadcast Reporter,Radio,"Politics, War",Female,Foreign,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
646,Publisher / Owner,Print,"Human Rights, Politics",Male,Local,Yes,Dangerous Assignment,Government Officials,,,,
647,Print Reporter,Print,War,Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
648,Print Reporter,Print,"Corruption, Crime, Politics",Male,Local,No,Murder,"Criminal Group, Local Residents",Complete Impunity,No,No,No
649,Print Reporter,Print,"Corruption, Crime",Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,No,No
650,Producer,Television,"Politics, War",Female,Foreign,No,Murder,Criminal Group,Complete Impunity,No,No,No
651,Camera Operator,Television,War,Male,Foreign,Yes,Crossfire,Military Officials,,,,
652,"Editor, Print Reporter","Print, Internet","Corruption, Crime, Politics",Male,Local,No,Murder,Unknown Fire,Partial Impunity,No,No,Yes
653,Broadcast Reporter,Television,Culture,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
654,Print Reporter,Print,Human Rights,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
655,Photographer,Print,War,Male,Local,No,Crossfire,Military Officials,,,,
656,"Camera Operator, Photographer, Internet Reporter","Television, Internet","Culture, Human Rights, Politics, War",Male,Foreign,Yes,Murder,Political Group,Complete Impunity,Yes,Yes,No
657,"Camera Operator, Photographer","Print, Television","Human Rights, Politics",Male,Foreign,No,Dangerous Assignment,Military Officials,,,,
658,Producer,Television,War,Male,Foreign,No,Crossfire,Military Officials,,,,
659,Print Reporter,Print,War,Female,Local,No,Murder,Political Group,Complete Impunity,No,No,No
660,Camera Operator,Television,Politics,Male,Local,No,Dangerous Assignment,Political Group,,,,
661,"Columnist / Commentator, Producer",Television,War,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
662,"Broadcast Reporter, Camera Operator",Television,War,Male,Local,Yes,Crossfire,Political Group,,,,
663,Broadcast Reporter,Television,"Human Rights, Politics, War",Male,Local,No,Dangerous Assignment,Political Group,,,,
664,Photographer,"Television, Internet",War,Male,Local,Yes,Crossfire,Political Group,,,,
665,"Camera Operator, Photographer","Television, Internet","Human Rights, War",Male,Local,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
666,Producer,Television,"Culture, Sports",Male,Local,No,Crossfire,Military Officials,,,,
667,Camera Operator,Television,War,Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
668,"Camera Operator, Photographer",Television,"Human Rights, Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
669,Camera Operator,Television,War,Male,Local,No,Crossfire,Political Group,,,,
670,Print Reporter,Print,War,Male,Foreign,No,Murder,Political Group,Complete Impunity,No,No,No
671,Broadcast Reporter,Radio,Culture,Female,Local,No,Murder,Political Group,Complete Impunity,Yes,Yes,Yes
672,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
673,Broadcast Reporter,Television,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
674,Columnist / Commentator,Print,"Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
675,Print Reporter,Print,"Culture, Human Rights, Politics",Female,Foreign,Yes,Dangerous Assignment,Local Residents,,,,
676,Camera Operator,Television,"Human Rights, Business, Corruption, Crime, War, Politics",Male,Foreign,Yes,Dangerous Assignment,"Criminal Group, Local Residents, Military Officials, Paramilitary Group, Political Group",,,,
677,Print Reporter,Print,War,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,No
678,Columnist / Commentator,Radio,"Corruption, Crime",Male,Local,Yes,Murder,Government Officials,Partial Impunity,No,No,Yes
679,Print Reporter,Print,War,Male,Foreign,Yes,Crossfire,Political Group,,,,
680,Broadcast Reporter,Radio,War,Male,Local,No,Murder,Military Officials,Complete Impunity,Yes,No,No
681,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
682,Columnist / Commentator,Print,"Corruption, Crime",Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
683,Editor,Print,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
684,Broadcast Reporter,Television,War,Male,Local,No,Murder,Unknown Fire,Complete Impunity,Yes,No,No
685,Print Reporter,Print,"Culture, Sports",Male,Local,No,Dangerous Assignment,Political Group,,,,
686,Editor,Print,Corruption,Female,Local,No,Murder,Government Officials,Full Justice,Yes,No,No
687,"Columnist/Commentator, Publisher/Owner",Print,"Corruption, Crime, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
688,Editor,Print,"Human Rights, Politics, War",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
689,Camera Operator,Internet,"Human Rights, War",Male,Local,No,Crossfire,Military Officials,,,,
690,Photographer,Print,War,Female,Local,Yes,Crossfire,Military Officials,,,,
691,Print Reporter,Print,Politics,Female,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
692,Print Reporter,"Print, Internet","Culture, Human Rights, Politics",Male,Local,No,Dangerous Assignment,Unknown Fire,,,,
693,Internet Reporter,Internet,"Corruption, Crime, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
694,"Internet Reporter, Columnist/Commentator",Internet,"Politics, Culture",Female,Local,No,Murder,"Criminal Group, Government Officials",Complete Impunity,No,No,Yes
695,Broadcast Reporter,"Television, Internet","Human Rights, Politics, War",Female,Foreign,Yes,Crossfire,"Military Officials, Political Group",,,,
696,Broadcast Reporter,Television,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
697,Editor,Television,"Culture, Human Rights, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
698,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
699,Print Reporter,Print,War,Female,Foreign,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
700,Camera Operator,Internet,"Human Rights, War",Male,Local,Yes,Crossfire,Unknown Fire,,,,
701,"Photographer, Camera Operator","Internet, Television",War,Male,Local,No,Crossfire,Political Group,,,,
702,Photographer,"Print, Internet",Politics,Male,Foreign,No,Dangerous Assignment,Military Officials,,,,
703,Columnist / Commentator,"Radio, Television",Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
704,"Broadcast Reporter, Producer, Publisher/Owner",Radio,"Business, Corruption, Politics",Male,Local,No,Murder,Local Residents,Partial Impunity,No,No,Yes
705,Photographer,Print,"Crime, Culture, Human Rights, Politics",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
706,"Broadcast Reporter, Print Reporter","Print, Radio","Corruption, Human Rights, Politics, War",Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
707,Photographer,Print,Culture,Male,Local,No,Murder,Criminal Group,Complete Impunity,Yes,No,No
708,Internet Reporter,Internet,"Corruption, Crime",Male,Local,Yes,Murder,Criminal Group,Complete Impunity,No,No,No
709,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,Yes
710,Photographer,Print,Human Rights,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
711,Columnist / Commentator,"Print, Radio",Corruption,Male,Local,No,Murder,Government Officials,Full Justice,No,No,Yes
712,"Photographer, Editor","Print, Internet","Culture, Human Rights, Politics",Male,Foreign,Yes,Murder,Political Group,Partial Impunity,Yes,No,No
713,Print Reporter,Print,War,Female,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
714,"Editor, Internet Reporter",Internet,"Corruption, Crime",Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
715,Producer,Radio,Politics,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
716,Print Reporter,Print,War,Male,Local,Yes,Murder,Political Group,Complete Impunity,Yes,No,No
717,Photographer,Print,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
718,Broadcast Reporter,Radio,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
719,Publisher / Owner,Internet,"Corruption, Human Rights, Politics, War",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,No,Yes
720,Print Reporter,Print,"Politics, War",Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,Yes
721,Producer,Television,"Politics, War",Female,Local,No,Crossfire,Military Officials,,,,
722,"Columnist / Commentator, Editor, Producer",Radio,War,Male,Local,No,Murder,Political Group,Partial Impunity,No,No,No
723,Broadcast Reporter,Radio,War,Male,Local,No,Crossfire,Paramilitary Group,,,,
724,Broadcast Reporter,"Radio, Internet",Politics,Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
725,"Internet Reporter, Producer","Radio, Internet","Politics, War",Female,Local,No,Murder,Political Group,Complete Impunity,No,No,No
726,Print Reporter,Print,"Politics, War",Male,Local,No,Dangerous Assignment,Government Officials,,,,
727,Camera Operator,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
728,Camera Operator,Television,War,Male,Local,No,Crossfire,Unknown Fire,,,,
729,Camera Operator,Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
730,Editor,Print,Politics,Male,Foreign,No,Murder,Political Group,Complete Impunity,Yes,No,No
731,Broadcast Reporter,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
732,Internet Reporter,Internet,"Human Rights, Politics, War",Male,Local,No,Crossfire,"Military Officials, Political Group",,,,
733,Print Reporter,Print,"Culture, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
734,"Camera Operator, Internet Reporter",Internet,War,Male,Local,Yes,Crossfire,Military Officials,,,,
735,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
736,Camera Operator,Television,,Male,Local,No,Crossfire,Unknown Fire,,,,
737,Print Reporter,Print,Culture,Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
738,Print Reporter,Print,"Crime, Politics",Male,Local,No,Murder,Political Group,Partial Impunity,No,No,Yes
739,Editor,Print,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
740,Editor,Print,Crime,Male,Local,No,Murder,Criminal Group,Partial Impunity,No,No,No
741,"Broadcast Reporter, Columnist / Commentator",Radio,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
742,Print Reporter,Print,War,Male,Foreign,Yes,Crossfire,Military Officials,,,,
743,Editor,Print,Politics,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
744,Camera Operator,Television,War,Male,Foreign,No,Murder,Criminal Group,Complete Impunity,No,No,No
745,Broadcast Reporter,Television,War,Male,Foreign,No,Crossfire,Paramilitary Group,,,,
746,Publisher / Owner,Print,"Corruption, Human Rights",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
747,Internet Reporter,Internet,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
748,"Broadcast Reporter, Print Reporter","Print, Radio","Corruption, Politics",Male,Local,No,Murder,Unknown Fire,Partial Impunity,No,No,Yes
749,Broadcast Reporter,Television,"Corruption, Human Rights",Female,Local,No,Murder,Military Officials,Complete Impunity,No,No,Yes
750,Broadcast Reporter,Radio,Culture,Female,Local,No,Crossfire,"Local Residents, Military Officials",,,,
751,Internet Reporter,Internet,Crime,Female,Local,Yes,Murder,Criminal Group,Complete Impunity,No,Yes,No
752,Print Reporter,Print,War,Female,Foreign,No,Murder,Paramilitary Group,Full Justice,Yes,No,No
753,Print Reporter,Print,Politics,Female,Local,No,Murder,Government Officials,Full Justice,No,No,No
754,Print Reporter,Print,Politics,Female,Local,No,Dangerous Assignment,Military Officials,,,,
755,Columnist / Commentator,Radio,Human Rights,Female,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
756,Print Reporter,Print,"Human Rights, War",Female,Foreign,No,Crossfire,Military Officials,,,,
757,"Broadcast Reporter, Print Reporter",Radio,Politics,Female,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
758,"Print Reporter, Internet Reporter","Print, Internet","Business, Corruption, Crime, Politics, Culture",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
759,Internet Reporter,Internet,"Corruption, Crime, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,No,Yes
760,Photographer,Print,Crime,Male,Local,Yes,Murder,Criminal Group,Complete Impunity,No,No,No
761,"Broadcast Reporter, Print Reporter","Print, Radio",Politics,Female,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
762,Camera Operator,Television,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
763,Columnist / Commentator,Print,Corruption,Female,Local,No,Murder,Government Officials,Partial Impunity,No,No,Yes
764,Photographer,Print,"Human Rights, Politics",Male,Foreign,Yes,Murder,Criminal Group,Complete Impunity,No,No,No
765,"Columnist / Commentator, Publisher / Owner",Radio,Politics,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,No
766,Print Reporter,Print,"Corruption, Crime, War",Male,Foreign,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
767,Columnist / Commentator,Radio,Politics,Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,Yes
768,"Columnist / Commentator, Internet Reporter",Internet,"Corruption, Crime, Politics",Male,Local,Yes,Murder,Criminal Group,Complete Impunity,No,No,Yes
769,Broadcast Reporter,Television,"Politics, War",Male,Local,No,Crossfire,Unknown Fire,,,,
770,"Internet Reporter, Print Reporter","Print, Internet","Human Rights, Politics",Female,Local,No,Crossfire,Unknown Fire,,,,
771,Broadcast Reporter,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
772,Camera Operator,Television,War,Male,Foreign,No,Crossfire,Military Officials,,,,
773,Camera Operator,"Television, Internet","Human Rights, Politics",Male,Local,Yes,Crossfire,Military Officials,,,,
774,Photographer,Print,Politics,Male,Local,Yes,Dangerous Assignment,Political Group,,,,
775,Camera Operator,"Television, Internet","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",Male,Local,No,Dangerous Assignment,Political Group,,,,
776,Broadcast Reporter,Television,Sports,Male,Local,No,Murder,Unknown Fire,Complete Impunity,Yes,No,No
